numero_dpe;date_etablissement_dpe;etiquette_dpe;etiquette_ges;type_batiment;annee_construction;type_installation_chauffage;hauteur_sous_plafond;surface_habitable_logement;code_postal_ban;code_departement_ban;coordonnee_cartographique_x_ban;coordonnee_cartographique_y_ban;nom_commune_ban;besoin_chauffage
2230E1626623Q;18/07/2022;B;B;appartement;;individuel;2.5;61;30000;30;811387.49;6305909.19;N̨mes;163132.6
2230E1757734J;01/08/2022;D;D;maison;;;2.5;114.2;30840;30;825441.6;6310894.97;Meynes;15252.6
2230E2400834Z;13/10/2022;C;C;appartement;1995;collectif;2.5;70;30900;30;809009.45;6302990.84;N̨mes;1584.8
2230E2308774F;05/10/2022;D;B;appartement;;individuel;2.5;32;30100;30;786844.85;6335917.53;Al̬s;2802
2230E1966454B;01/09/2022;D;D;appartement;1979;collectif;2.5;83.5;30100;30;786599.32;6336747.85;Al̬s;4975.5
2230E2085855K;13/09/2022;C;C;appartement;;individuel;2.5;50.4;30320;30;817414.89;6309039.25;Marguerittes;9754
2230E1677183G;22/07/2022;D;D;appartement;1948;mixte (collectif-individuel);2.5;50;30340;30;792937.02;6341995.97;Salindres;161862.5
2230E2159040F;21/09/2022;D;D;maison;1999;;2.5;82.6;30130;30;831287.6;6353487.18;Pont-Saint-Esprit;7125.3
2230E1677321O;22/07/2022;D;D;appartement;1948;mixte (collectif-individuel);2.5;77;30340;30;792937.02;6341995.97;Salindres;161862.5
2230E2846642L;28/11/2022;C;A;appartement;;individuel;2.5;105.8;30250;30;785988.27;6301774.34;Salinelles;8305.3
2230E2402255Q;10/10/2022;C;C;appartement;1969;mixte (collectif-individuel);2.4;90;30110;30;779901.81;6347065.25;Branoux-les-Taillades;70006
2230E1548370X;06/07/2022;C;A;appartement;2010;individuel;2.5;55.1;30130;30;831048.66;6352594.68;Pont-Saint-Esprit;2404.4
2230E2062299K;10/09/2022;D;D;maison;;;2.8;144;30300;30;831662.69;6302671.27;Beaucaire;23355.5
2230E2472234D;21/10/2022;D;B;appartement;;individuel;2.7;76.7;30300;30;832468.38;6302347.79;Beaucaire;6615.7
2230E2324056Z;06/10/2022;D;D;appartement;1984;collectif;2.5;96;30900;30;807113.8;6304465.09;N̨mes;3002.8
2230E2121399M;16/09/2022;D;B;appartement;1900;individuel;3.2;55.5;30900;30;808871.46;6305308.41;N̨mes;4967.6
2230E1782807S;04/08/2022;C;C;appartement;1959;individuel;2.5;48;30100;30;785979.1;6337130.4;Al̬s;2689.1
2230E2932397S;05/12/2022;B;A;appartement;2020;individuel;2.5;59.9;30000;30;811433.26;6305331.62;N̨mes;2348
2230E2297402V;05/10/2022;D;B;maison;1900;;2.5;103.2;30100;30;785088.68;6337419.69;Al̬s;11907.6
2230E2220173M;27/09/2022;D;B;appartement;;individuel;2.6;45;30300;30;832462.39;6302129.59;Beaucaire;3223.2
2230E1922155G;26/08/2022;C;C;maison;2004;;2.5;131;30132;30;811572.01;6299379.29;Caissargues;9973.9
2230E1617357G;04/07/2022;D;B;maison;1800;;2.6;67.2;30270;30;770908.88;6334615.4;Saint-Jean-du-Gard;5715.4
2230E1936686D;22/08/2022;D;C;appartement;1977;collectif;2.5;45.9;30100;30;786157.77;6336435.03;Al̬s;6360.7
2230E2098050L;14/09/2022;D;D;appartement;2021;individuel;2.5;64;30390;30;835717.47;6312420.19;Aramon;4418
2230E3082047M;24/11/2022;C;A;appartement;1900;individuel;2.8;51.9;30000;30;809254.27;6304594.46;N̨mes;1894.1
2230E3124136H;22/12/2022;E;E;appartement;1975;mixte (collectif-individuel);2.5;65;30300;30;830815.74;6302579.75;Beaucaire;103841.1
2230E1742867O;29/07/2022;E;E;maison;1560;;3;858.3;30900;30;807054.63;6301415.74;N̨mes;101056.3
2230E2472750Z;21/10/2022;C;C;immeuble;2000;individuel;2.5;;30900;30;808772.75;6303988.82;N̨mes;41594.8
2230E3094551K;20/12/2022;C;A;appartement;;individuel;2.7;24.2;30140;30;778961.98;6328912.73;Anduze;992.6
2230E1527208Z;05/07/2022;C;C;appartement;;individuel;2.5;88.8;30120;30;749025.03;6321719.41;Le Vigan;7345.8
2230E2082817O;13/09/2022;E;B;appartement;;individuel;3.3;18.4;30000;30;809263.08;6305111.53;N̨mes;2264.9
2230E2135091C;16/09/2022;C;C;appartement;1966;mixte (collectif-individuel);2.5;68;30200;30;828894.88;6341568.9;Bagnols-sur-C̬ze;281991
2230E2295660V;04/10/2022;C;C;appartement;1992;individuel;2.5;82.7;30300;30;831139.3;6302615.21;Beaucaire;3935.7
2230E1504257G;01/07/2022;E;E;appartement;1961;mixte (collectif-individuel);2.5;63;30120;30;748493.93;6320929.07;Le Vigan;11688.5
2230E1562719U;08/07/2022;C;A;appartement;1961;individuel;2.4;53.9;30130;30;831456.38;6351516.19;Pont-Saint-Esprit;2677.2
2230E2475116Z;20/10/2022;C;C;appartement;1975;mixte (collectif-individuel);2.5;82;30130;30;830989.4;6351580.25;Pont-Saint-Esprit;254463.7
2230E1750407O;01/08/2022;D;B;appartement;1948;individuel;3;35.6;30500;30;795818.21;6351929.02;Saint-Ambroix;2598.9
2230E2452241E;19/10/2022;D;B;appartement;;individuel;2.5;35.7;30200;30;829430.44;6341807.77;Bagnols-sur-C̬ze;3274.4
2230E2387230T;11/10/2022;C;C;appartement;1995;individuel;2.5;72;30000;30;810970.38;6306863.46;N̨mes;4082.1
2230E2553930H;28/10/2022;D;B;maison;1949;;2.5;71;30250;30;787715.68;6298925.52;Sommi̬res;7466.2
2230E2207669O;26/09/2022;B;A;maison;;;2.5;86.6;30260;30;787097.94;6316570.75;Saint-Th̩odorit;5455.9
2230E2062324J;10/09/2022;C;B;maison;1992;;2.5;107.8;30290;30;833421.29;6336430.66;Laudun-l'Ardoise;8099.6
2230E1984305Q;02/09/2022;A;A;maison;;;2.5;122.6;30100;30;786117.74;6334138.72;Al̬s;5330.3
2230E2219105K;23/09/2022;C;C;maison;1996;;2.5;68;30400;30;843579.41;6321713.14;Villeneuve-l̬s-Avignon;4206.6
2230E2074461E;12/09/2022;D;D;appartement;1948;mixte (collectif-individuel);2.5;74;30200;30;829622.92;6340996.39;Bagnols-sur-C̬ze;230046.7
2230E3131814P;22/12/2022;D;B;appartement;;individuel;2.5;65.7;30330;30;827657.62;6333878.1;Connaux;6302.9
2230E2522569C;26/10/2022;F;F;appartement;;mixte (collectif-individuel);2.5;39.9;30900;30;808924.27;6304466.88;N̨mes;7214.7
2230E2140624X;19/09/2022;B;A;maison;1996;;2.5;95;30300;30;831841.16;6301347.29;Beaucaire;4321.2
2230E2698843W;15/11/2022;C;C;appartement;1996;individuel;2.5;46.1;30230;30;814674.4;6301064.43;Bouillargues;3454.3
2230E1820687Q;08/08/2022;C;C;appartement;;individuel;2.5;71.3;30000;30;810856.14;6305469.89;N̨mes;3517.5
2230E2222878N;27/09/2022;C;A;maison;1988;;2.6;74.3;30100;30;786167.71;6334555.42;Al̬s;6590.4
2230E1526726L;05/07/2022;C;C;appartement;;individuel;2.5;59;30000;30;811808.81;6305933.04;N̨mes;121973.8
2230E2516085S;26/10/2022;C;C;appartement;1976;collectif;2.5;73;30900;30;807311.24;6303393.59;N̨mes;2861
2230E1861671Y;17/08/2022;B;A;appartement;1995;individuel;2.5;60.2;30133;30;840617.35;6319465.2;Les Angles;2777
2230E2442675G;18/10/2022;C;C;maison;2011;;2.5;90.9;30900;30;805628.99;6303135.11;N̨mes;6422
2230E2162992F;21/09/2022;C;C;appartement;;individuel;2.5;83;30000;30;810400.68;6305524.3;N̨mes;268765.3
2230E2125587O;16/09/2022;C;A;appartement;1800;individuel;2.8;79;30000;30;809362.74;6305471.89;N̨mes;2059.2
2230E1616371I;15/07/2022;B;B;appartement;;individuel;2.5;61;30000;30;811581.75;6306073.75;N̨mes;222733.6
2230E2469259S;21/10/2022;C;A;appartement;1990;individuel;2.5;20.8;30000;30;811560.41;6304252.45;N̨mes;1015.3
2230E1502010V;01/07/2022;E;E;maison;;;2.7;216.1;30340;30;790044.43;6338591.52;Saint-Privat-des-Vieux;31410.3
2230E2475180L;21/10/2022;C;A;maison;1980;;2.5;74.7;30300;30;825454.68;6304246.29;Jonqui̬res-Saint-Vincent;5007.2
2230E1920199A;25/08/2022;D;D;appartement;1948;mixte (collectif-individuel);2.5;64;30200;30;829622.92;6340996.39;Bagnols-sur-C̬ze;319320.3
2230E2475354D;20/10/2022;D;D;appartement;1975;mixte (collectif-individuel);2.5;105;30130;30;830989.4;6351580.25;Pont-Saint-Esprit;254463.7
2230E1733056F;28/07/2022;C;A;appartement;1949;individuel;2.2;54.5;30900;30;808807.41;6304891.76;N̨mes;2637.4
2230E1831193S;11/08/2022;B;A;appartement;;individuel;2.5;82;30100;30;787747.78;6337942.41;Al̬s;34599.1
2230E2369502X;12/10/2022;C;A;appartement;1973;individuel;2.6;102;30390;30;830199.93;6312797.12;Th̩ziers;4552.3
2230E2228569K;28/09/2022;C;A;maison;;;2.5;139.5;30600;30;804750.86;6283296.18;Vauvert;15887.2
2230E2972956R;08/12/2022;C;A;appartement;2020;individuel;2.5;37.9;30700;30;813694.52;6324702.19;Uz̬s;1580.8
2230E1630561C;18/07/2022;D;B;appartement;;individuel;2.5;46;30900;30;808812.47;6303403.35;N̨mes;86415.7
2230E1655296L;20/07/2022;B;B;appartement;;individuel;2.5;49;30000;30;811552.01;6306114.01;N̨mes;93143
2230E2910611U;03/12/2022;E;B;maison;;;2.5;75.7;30800;30;815619.76;6287624.17;Saint-Gilles;11509.9
2230E3050263A;15/12/2022;C;A;appartement;2005;individuel;2.5;17.6;30000;30;809506.82;6303978.43;N̨mes;332.5
2230E1500143A;29/06/2022;C;A;appartement;1800;individuel;2.9;33.2;30000;30;808105;6305203.4;N̨mes;2748.8
2230E2016600T;06/09/2022;E;D;appartement;;collectif;2.5;73.2;30400;30;842451.71;6321093.74;Villeneuve-l̬s-Avignon;8924
2230E2295589C;04/10/2022;C;A;appartement;;individuel;2.5;57.2;30120;30;746949.2;6322672.61;Aulas;3323.7
2230E1628589G;18/07/2022;B;B;appartement;;individuel;2.5;49;30000;30;811519.29;6306012.19;N̨mes;254975.8
2230E2168223K;21/09/2022;C;B;maison;1964;;2.5;97;30128;30;815159.82;6297834.12;Garons;9471.2
2230E2298217E;05/10/2022;E;B;appartement;;individuel;2.8;44.8;30580;30;808682.61;6340346.48;Lussan;4327.8
2230E1878152V;19/08/2022;C;A;maison;1998;;2.5;96;30410;30;791242.98;6353355.2;Moli̬res-sur-C̬ze;7575.2
2230E1697484B;25/07/2022;C;C;appartement;;individuel;2.7;64.9;30100;30;786554.69;6336436.23;Al̬s;4238.4
2230E2372516V;12/10/2022;C;C;immeuble;;individuel;2.5;;30132;30;810765.77;6300246.78;Caissargues;31069.1
2230E2140360T;19/09/2022;D;D;appartement;1965;mixte (collectif-individuel);2.4;45;30200;30;828896.59;6341704.84;Bagnols-sur-C̬ze;235057
2230E1757125Y;01/08/2022;E;B;maison;;;2.5;126.7;30580;30;809756.73;6336236.59;Vall̩rargues;19181.7
2230E2193898X;23/09/2022;D;B;maison;1948;;2.5;56.7;30430;30;807517.23;6357512.29;Barjac;6228.6
2230E2452595U;14/10/2022;E;B;maison;1850;;2.6;76;30360;30;798890.3125;6331572.5;Euzet;9663.8
2230E2741410B;18/11/2022;C;C;appartement;;individuel;2.5;39;30240;30;791691.87;6271780.13;Le Grau-du-Roi;1724.5
2230E1724788F;28/07/2022;E;E;maison;;;2.7;194.5;30940;30;755728.01;6338197.37;Saint-Andr̩-de-Valborgne;28900.6
2230E1844653K;12/08/2022;B;A;maison;2002;;2.5;101.3;30128;30;814541.11;6297743.36;Garons;6057.2
2230E1863037M;17/08/2022;D;B;maison;;;2.5;59.4;30300;30;830740.46;6307434.88;Vallabr̬gues;4741.5
2230E2956981G;07/12/2022;D;B;appartement;1978;individuel;2.5;85.5;30130;30;831364.17;6352238.55;Pont-Saint-Esprit;5222.7
2230E1707845O;26/07/2022;C;A;appartement;1945;mixte (collectif-individuel);2.9;35.8;30100;30;786407.18;6336119.65;Al̬s;1140.8
2230E2288243O;04/10/2022;D;D;appartement;1984;individuel;2.5;57;30200;30;828752.48;6342138.18;Bagnols-sur-C̬ze;2429.6
2230E2290899S;04/10/2022;F;C;appartement;;individuel;3;34.1;30000;30;809812.05;6306172.71;N̨mes;5076.8
2230E2862094T;29/11/2022;B;A;appartement;1981;individuel;2.5;36.8;30000;30;810181.93;6305460.82;N̨mes;903.8
2230E3046552H;15/12/2022;E;C;maison;1948;;2.6;21.5;30340;30;792394.7;6334183.35;M̩jannes-l̬s-Al̬s;3738.3
2230E1642804Z;13/07/2022;C;C;appartement;2009;mixte (collectif-individuel);2.5;49;30340;30;793147.53;6342271.52;Salindres;2426.5
2230E1574674P;10/07/2022;C;C;appartement;1965;collectif;2.5;89;30900;30;807493.63;6303747.21;N̨mes;6591.4
2230E2801126V;22/11/2022;D;B;appartement;1949;individuel;2.5;28.8;30000;30;809987.91;6306147.41;N̨mes;2853.2
2230E3134267Y;22/12/2022;D;B;maison;2005;;2.5;82.5;30700;30;812919.77;6324265.92;Uz̬s;7846.4
2230E1600509G;13/07/2022;E;C;appartement;;individuel;3.1;43.2;30800;30;815577.42;6287495.02;Saint-Gilles;5380
2230E2064456J;10/09/2022;D;D;appartement;1948;mixte (collectif-individuel);2.5;64;30200;30;829622.92;6340996.39;Bagnols-sur-C̬ze;320851.1
2230E1923799M;26/08/2022;C;A;appartement;1948;individuel;2.5;22;30130;30;831523.22;6351998.96;Pont-Saint-Esprit;791.2
2230E2877712L;30/11/2022;C;C;appartement;1948;mixte (collectif-individuel);2.5;62;30000;30;810798.44;6307010.72;N̨mes;186602.7
2230E2126066Z;16/09/2022;D;D;appartement;1948;mixte (collectif-individuel);2.5;64;30200;30;829622.92;6340996.39;Bagnols-sur-C̬ze;356510.7
2230E1732353E;28/07/2022;C;A;maison;;;2.5;68.4;30200;30;826587.23;6341206.95;Sabran;5319.3
2230E1521896R;04/07/2022;D;B;appartement;1949;individuel;3;65.3;30000;30;810329.7;6305562.86;N̨mes;5088.9
2230E2120444T;16/09/2022;F;F;appartement;;collectif;2.6;42.1;30000;30;809291.66;6305049.34;N̨mes;5275.9
2230E2014645O;06/09/2022;B;A;appartement;;individuel;2.8;79.1;30400;30;844194.98;6319829.47;Villeneuve-l̬s-Avignon;2127.8
2230E2771404R;26/10/2022;A;A;maison;1980;;2.5;218;30700;30;818192.0625;6324841.5;Saint-Siffret;15807.8
2230E1870978X;18/08/2022;D;D;maison;;;2.5;180;30250;30;790198.88;6302310.49;Souvignargues;24048.1
2230E2035576P;08/09/2022;C;C;appartement;;individuel;2.5;67.7;30100;30;788836.41;6338136.85;Al̬s;112084.6
2230E2304528X;21/09/2022;D;B;maison;2009;;2.5;43.5;30133;30;841183.77;6319647.51;Les Angles;2371.1
2230E2981313C;09/12/2022;D;B;appartement;1948;mixte (collectif-individuel);2.5;55.2;30110;30;781167.47;6347279.95;La Grand-Combe;54499.7
2230E1637004X;18/07/2022;D;D;appartement;1960;individuel;2.5;65;30000;30;811791.26;6306683.37;N̨mes;5070.1
2230E1677302V;22/07/2022;C;C;appartement;1948;mixte (collectif-individuel);2.5;61;30340;30;792937.02;6341995.97;Salindres;161862.5
2230E1621459A;15/07/2022;B;B;appartement;;individuel;2.5;49;30000;30;811581.75;6306073.75;N̨mes;254980.8
2230E2767445K;21/11/2022;C;C;appartement;;collectif;2.5;52;30200;30;829056.07;6342046.59;Bagnols-sur-C̬ze;914.7
2230E1635791G;18/07/2022;E;E;appartement;;individuel;2.5;82.3;30200;30;830161.69;6341092.15;Bagnols-sur-C̬ze;12620.2
2230E1970855I;01/09/2022;C;C;maison;;;2.5;83;30132;30;810805.68;6300261.81;Caissargues;4119.8
2234E2300616P;05/10/2022;E;C;appartement;1973;individuel;2.5;23.5;30350;30;791229.25;6321919.34;Saint-B̩n̩zet;3419.5
2230E1891530J;17/08/2022;D;D;appartement;1948;mixte (collectif-individuel);2.5;60;30700;30;813296.06;6325554.74;Uz̬s;118604.5
2230E2717280Z;16/11/2022;F;F;maison;;;2.4;86.3;30450;30;775508.58;6364717.02;Concoules;20512.1
2230E2494030L;24/10/2022;C;A;appartement;1980;individuel;2.5;66;30960;30;789116.34;6349704.21;Saint-Florent-sur-Auzonnet;2541.3
2230E2980922B;01/12/2022;A;A;maison;2021;;2.5;111.9;30730;30;796400.8;6312750.72;Fons;4227.6
2230E2212644X;26/09/2022;D;D;appartement;;individuel;2.5;76.1;30000;30;811338.34;6306569.72;N̨mes;7907.9
2230E2094616J;14/09/2022;D;D;appartement;1948;mixte (collectif-individuel);2.5;74;30200;30;829622.92;6340996.39;Bagnols-sur-C̬ze;366556.3
2230E2231904R;27/09/2022;F;F;maison;1949;;2.5;86.5;30000;30;808315.78;6308361.21;N̨mes;15429.9
2230E1857241O;17/08/2022;D;B;appartement;1960;individuel;2.5;46.3;30000;30;810089.89;6306004.7;N̨mes;3657.8
2230E2103408N;14/09/2022;D;D;appartement;1948;mixte (collectif-individuel);2.5;74;30200;30;829622.92;6340996.39;Bagnols-sur-C̬ze;215939.9
2230E2392986D;14/10/2022;D;B;maison;;;2.5;112;30110;30;783960.76;6341630.78;Les Salles-du-Gardon;16361.4
2230E3021892V;07/12/2022;C;C;appartement;1983;mixte (collectif-individuel);2.7;100.4;30000;30;810435.35;6304150.66;N̨mes;5748
2230E2604547C;04/11/2022;C;C;maison;2000;;2.5;68.4;30620;30;805596.66;6296155.54;Aubord;3369
2230E1919972H;23/08/2022;C;C;appartement;1994;individuel;2.5;49;30000;30;810305.63;6305554.99;N̨mes;1237.8
2230E1907221W;24/08/2022;E;E;maison;;;2.5;85;30111;30;793132.93;6298336.52;Cong̩nies;15746.2
2230E1893657E;17/08/2022;D;D;appartement;1948;mixte (collectif-individuel);2.5;86;30700;30;813296.06;6325554.74;Uz̬s;136228.9
2230E2096541K;14/09/2022;C;C;appartement;;individuel;2.5;83.7;30000;30;811266.85;6305949.64;N̨mes;33142.5
2230E2209026T;26/09/2022;D;B;appartement;2007;individuel;2.5;25;30900;30;806844.95;6302592.53;N̨mes;1377
2230E2237879M;20/09/2022;D;D;appartement;1948;mixte (collectif-individuel);2.5;56;30700;30;813191.29;6324642.16;Uz̬s;223169.8
2230E1628630V;18/07/2022;B;B;appartement;;individuel;2.5;61;30000;30;811519.29;6306012.19;N̨mes;254975.8
2230E3091721O;19/12/2022;C;A;appartement;;individuel;2.5;136.5;30100;30;786611.93;6336599.24;Al̬s;9590.5
2230E2143548J;19/09/2022;C;A;appartement;;individuel;2.4;44.8;30800;30;815422.91;6287718.19;Saint-Gilles;1343.9
2230E2174636B;15/09/2022;C;B;appartement;1978;mixte (collectif-individuel);2.5;48;30000;30;811709.08;6306658.91;N̨mes;2538.3
2230E1873470T;19/08/2022;F;C;maison;;;2.5;46.8;30570;30;751443.29;6331612.81;Val-d'Aigoual;9155.8
2230E3138676N;22/12/2022;D;B;appartement;1949;individuel;2.6;37.3;30132;30;811155.02;6300542.1;Caissargues;2585.3
2230E1760052N;02/08/2022;B;A;maison;;;2.8;512;30430;30;803440.5;6351797.82;Saint-Jean-de-Maru̩jols-et-Av̩jan;52614.2
2230E2191121C;23/09/2022;D;D;maison;1947;;2.6;118.6;30900;30;808288.85;6305116.62;N̨mes;16918.1
2230E1521154D;04/07/2022;C;A;maison;2005;;2.4;61.8;30320;30;814133.72;6313912.67;Poulx;3067.5
2230E2131525Y;16/09/2022;C;A;appartement;1980;individuel;2.5;24.4;30240;30;791131.51;6268917.14;Le Grau-du-Roi;2108.8
2230E2163058T;21/09/2022;D;D;appartement;;individuel;2.5;37;30000;30;810400.68;6305524.3;N̨mes;268765.3
2230E1507163A;01/07/2022;E;B;appartement;;individuel;2.5;29.7;30000;30;809588.56;6304067.86;N̨mes;3076.7
2230E1703341I;26/07/2022;C;B;maison;1983;;2.5;96.7;30320;30;817263.28;6308567.55;Marguerittes;7740.5
2230E2343635A;10/10/2022;C;A;maison;2009;;2.5;94.1;30210;30;827222.82;6320632.22;Saint-Hilaire-d'Ozilhan;5636.9
2230E1667587E;21/07/2022;D;B;appartement;1948;mixte (collectif-individuel);2.5;56.5;30110;30;781029.19;6347376.73;La Grand-Combe;88054.1
2230E2823439A;25/11/2022;C;A;maison;1980;;2.5;240;30129;30;820113.87;6305207.8;Redessan;19040.6
2230E2598094X;03/11/2022;D;D;maison;1997;;2.5;52;30132;30;811693.17;6299682.95;Caissargues;3950.7
2230E2305073W;21/09/2022;D;B;maison;2009;;2.5;43.5;30133;30;841183.77;6319647.51;Les Angles;2371.1
2230E2208873W;26/09/2022;C;C;appartement;1974;individuel;2.5;78.6;30200;30;828894.88;6341568.9;Bagnols-sur-C̬ze;3770.6
2230E1736109Q;27/07/2022;D;B;appartement;1970;individuel;2.7;81.3;30000;30;809420.84;6307108.85;N̨mes;11664.4
2230E2026070Z;07/09/2022;D;C;appartement;1968;collectif;2.5;65.2;30900;30;807309.08;6303678.52;N̨mes;4208.5
2230E1519666X;04/07/2022;D;D;appartement;1960;individuel;2.5;86;30000;30;811236.85;6304736.91;N̨mes;14753.1
2230E1965918L;01/09/2022;C;C;maison;2009;;2.5;75.7;30150;30;841464.24;6328997.96;Roquemaure;3757.5
2230E2298568R;05/10/2022;C;C;appartement;;individuel;2.5;55.2;30129;30;818543.03;6303377.1;Manduel;15556.6
2230E2074253E;12/09/2022;D;D;appartement;1948;mixte (collectif-individuel);2.5;74;30200;30;829622.92;6340996.39;Bagnols-sur-C̬ze;230046.7
2230E1591915S;11/07/2022;C;A;maison;2021;;2.5;57.4;30250;30;792639.03;6295446.56;Aubais;3340.4
2230E2142058B;19/09/2022;E;E;maison;1985;;2.6;156.8;30360;30;790600.26;6329023.35;V̩z̩nobres;19379.1
2230E1808922D;03/08/2022;F;F;appartement;1970;collectif;2.5;16.7;30000;30;811255.71;6306493.25;N̨mes;1430.1
2230E2885746L;30/11/2022;C;C;appartement;1948;mixte (collectif-individuel);2.5;49;30000;30;810798.44;6307010.72;N̨mes;135722.5
2208E1979071M;01/09/2022;G;G;appartement;;collectif;2.5;46.8;30400;30;842454.31;6321263.73;Villeneuve-l̬s-Avignon;15184.9
2230E1573257C;09/07/2022;E;E;maison;;;2.5;83.8;30700;30;815125.22;6328437.63;Saint-Quentin-la-Poterie;9279.2
2230E2307277Q;14/09/2022;C;C;maison;1996;;2.5;97;30620;30;805752.88;6296265.94;Aubord;7545.5
2230E1876726Z;19/08/2022;C;C;immeuble;1948;mixte (collectif-individuel);2.5;;30150;30;842722.98;6329622.26;Roquemaure;86261.8
2230E1838240T;12/08/2022;C;A;appartement;2000;individuel;2.4;64.2;30320;30;816137.16;6307610.16;Marguerittes;1722.8
2230E2121737M;13/09/2022;D;D;appartement;1958;mixte (collectif-individuel);2.5;59;30200;30;829454.05;6342099.85;Bagnols-sur-C̬ze;129242.9
2230E2598337G;03/11/2022;D;D;maison;1997;;2.5;52;30132;30;811693.17;6299682.95;Caissargues;3950.7
2230E2064495W;10/09/2022;D;D;appartement;1948;mixte (collectif-individuel);2.5;64;30200;30;829622.92;6340996.39;Bagnols-sur-C̬ze;320851.1
2230E1551009K;06/07/2022;D;C;appartement;1959;individuel;2.5;49;30000;30;811718.55;6306175.74;N̨mes;5239.5
2230E1928881Y;26/08/2022;B;A;maison;1977;;2.5;101.9;30133;30;841699.37;6319171.77;Les Angles;10311.6
2230E1780319A;03/08/2022;D;D;maison;1980;;2.5;141;30900;30;807470.83;6304457.56;N̨mes;16279.4
2230E2525361M;26/10/2022;B;A;appartement;;individuel;2.5;46.5;30900;30;808970;6303067.18;N̨mes;674.3
2230E1623171W;16/07/2022;B;B;appartement;;individuel;2.5;63;30000;30;812132.08;6306238.82;N̨mes;130349.7
2230E2977186J;09/12/2022;C;B;appartement;1948;mixte (collectif-individuel);2.5;64.5;30110;30;781211.01;6347224.96;La Grand-Combe;111450.9
2230E2466054L;21/10/2022;C;A;maison;;;2.5;85.4;30150;30;840221.12;6330349.26;Saint-Geni̬s-de-Comolas;5105.2
2230E2123768P;16/09/2022;C;C;appartement;;individuel;2.5;26;30240;30;792082.01;6271361.35;Le Grau-du-Roi;589.6
2230E1515989M;04/07/2022;C;C;appartement;;individuel;2.5;84;30000;30;812516.55;6307247.21;N̨mes;91726.9
2230E2669751Y;10/11/2022;F;F;appartement;;individuel;3.3;104.2;30960;30;788533.02;6349601.55;Saint-Florent-sur-Auzonnet;18580.9
2230E2806511Y;24/11/2022;E;B;maison;1976;;2.6;107.2;30700;30;810011.34;6329352.34;Montaren-et-Saint-M̩diers;19078.3
2230E2310712T;06/10/2022;B;A;maison;;;2.5;125.6;30700;30;813686.96;6324556.03;Uz̬s;6474.7
2230E2143338H;19/09/2022;C;A;appartement;2019;individuel;2.5;31;30000;30;809534.02;6305228.56;N̨mes;923.8
2230E2388778H;13/10/2022;C;C;appartement;;mixte (collectif-individuel);2.6;89.6;30900;30;808360.18;6305188.97;N̨mes;6187.5
2230E2050695C;09/09/2022;C;B;appartement;1980;individuel;2.5;66;30900;30;809353.45;6303516.44;N̨mes;3942.9
2230E2125973K;16/09/2022;D;D;appartement;1948;mixte (collectif-individuel);2.5;88;30200;30;829622.92;6340996.39;Bagnols-sur-C̬ze;356510.7
2230E2359380P;11/10/2022;C;C;appartement;1991;individuel;2.5;52;30000;30;812547.66;6307969.16;N̨mes;1854.5
2230E1942720F;30/08/2022;C;B;appartement;;individuel;2.8;43.1;30000;30;809970.68;6305442.38;N̨mes;1829
2230E1630068D;18/07/2022;D;D;appartement;2003;individuel;2.5;71.5;30000;30;809364.77;6304106.57;N̨mes;8318.2
2230E2721252T;14/11/2022;C;C;appartement;1997;individuel;2.5;65.1;30240;30;792374.17;6270669.5;Le Grau-du-Roi;2039
